Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB03,OUT010,571.1176424661084
FDN39,OUT045,2572.071110689525
FDX02,OUT027,5786.169563710165
FDQ16,OUT027,2681.580518745867
FDU35,OUT018,1425.0290352809823
NCT29,OUT013,2031.4865182394474
FDZ27,OUT046,775.653055128418
FDN57,OUT017,2141.9286299938126
FDA03,OUT018,2162.382713998817
FDZ36,OUT045,3030.084767638283
NCU05,OUT013,1238.322399891244
FDT39,OUT018,2100.806278547229
FDK60,OUT017,1558.1412736328634
FDZ25,OUT017,2842.8678692701574
FDG12,OUT046,2006.2237878805906
DRB01,OUT019,537.3582966393486
NCC43,OUT027,6035.94680336442
FDX13,OUT019,846.9361695341834
FDM22,OUT049,901.9147371179974
FDJ03,OUT027,1423.1918087763954
FDU14,OUT018,3693.3508224766856
FDB33,OUT010,377.2489312322606
FDP27,OUT046,3128.4057801319327
FDO38,OUT010,216.62143080562942
FDE28,OUT027,6130.63224265324
FDO27,OUT035,1505.3528398957797
DRL23,OUT027,2679.260672950362
FDS28,OUT046,904.9717880964206
FDX24,OUT013,1448.1108830215967
FDZ02,OUT035,1603.8273323621254
FDL46,OUT045,1797.591658550937
FDS60,OUT027,4735.65934387442
NCO06,OUT017,642.1808959476106
FDO16,OUT035,1455.8963966158442
FDC60,OUT049,1404.7445637073693
FDA48,OUT018,3153.437201891623
FDZ36,OUT027,4922.485507650642
FDK27,OUT045,1979.0535661965298
FDW23,OUT018,423.04287249931724
FDM14,OUT018,1593.5539236865507
FDM14,OUT013,1640.3042269967073
FDW60,OUT018,2598.9581827930915
FDE21,OUT013,1866.743762957192
NCM42,OUT035,1742.7868729377642
FDY59,OUT010,293.74567116498457
DRI49,OUT049,1325.524312549981
FDT28,OUT019,351.0689749344097
FDQ22,OUT018,481.3751979627277
FDR60,OUT049,1320.7750266151872
FDC50,OUT019,294.8717183208886
FDV24,OUT013,2329.9838913510234
DRF48,OUT010,470.895797265386
FDQ47,OUT046,648.8306575901508
DRN36,OUT049,1580.2713076548782
NCY06,OUT035,2144.3295423873647
FDE52,OUT035,1472.3420602370174
NCB54,OUT045,2019.9924502310002
NCF31,OUT035,2546.423829802025
FDJ08,OUT027,5189.856760559248
NCC07,OUT017,1659.2000023753847
NCD19,OUT027,1671.0594457524421
FDL46,OUT049,1861.0101151478466
FDM20,OUT045,3902.3695514109986
NCI06,OUT010,401.581375799362
DRM11,OUT035,4329.462655463914
NCH07,OUT018,2370.3670429859676
FDS23,OUT013,2079.4128397489844
FDO49,OUT018,621.6651128139479
FDS35,OUT049,1064.7947754588124
DRK39,OUT045,1302.8990825526591
DRI39,OUT049,922.0218153807938
FDV04,OUT017,2642.43899906812
NCN14,OUT035,3177.2044537863435
FDH08,OUT013,3990.9504493468203
FDS20,OUT046,3123.9113281069594
FDV40,OUT049,1166.7304844626808
FDZ48,OUT010,356.1510794463183
FDS24,OUT027,2347.7741063134144
FDK44,OUT049,2933.2791728408115
FDS48,OUT045,2444.6904578755148
FDK26,OUT010,531.5118299460801
FDD23,OUT045,3107.746670439299
NCH54,OUT017,2710.2597985157217
NCP14,OUT010,334.6318377094468
FDM60,OUT010,72.00640780432829
FDV24,OUT017,2367.3451841467536
FDH08,OUT018,3359.4857294734816
FDS12,OUT027,3371.9427669916126
FDR39,OUT027,4784.348544861912
FDP12,OUT027,1055.4336786332453
DRF60,OUT027,6060.760678739892
FDC09,OUT035,1770.7114469146502
FDF50,OUT018,2988.2432937901162
FDG28,OUT035,4048.6885764795506
NCE19,OUT017,921.7338250135293
NCM53,OUT010,357.6175810002056
NCN18,OUT049,1836.2715064559493
FDF32,OUT035,3323.5234975139374
FDF11,OUT013,4016.5300672763083
DRI59,OUT049,3854.4540056554283
NCG54,OUT035,2782.2426134092634
FDM44,OUT046,1654.9869900221413
FDT57,OUT018,3429.0705719842827
FDV24,OUT046,2342.346808580952
FDI50,OUT019,596.6822293185023
FDS09,OUT035,810.0794623449437
NCC31,OUT027,3795.4770083978015
FDQ07,OUT019,613.2154393264925
FDC22,OUT017,3206.2100145494055
FDZ56,OUT046,2743.402772759557
FDZ40,OUT019,67.4173724676635
FDS46,OUT027,3064.605263348937
DRD24,OUT045,2164.4269588506436
FDV45,OUT017,3268.9044059447524
FDL26,OUT045,2415.6202111542016
FDA56,OUT018,1742.8899451554319
FDN27,OUT046,1690.3259916054117
FDM20,OUT049,4058.9351266330405
FDO16,OUT017,1439.6370362339358
FDL03,OUT035,3254.0890700291466
FDE58,OUT046,1832.5184253229497
FDI02,OUT027,3017.516613762264
NCC55,OUT019,74.13744315250419
FDR03,OUT018,2956.4371173006084
FDB14,OUT017,1469.3685528350036
FDR45,OUT013,3997.6363094248613
NCN07,OUT017,2155.7952630241043
FDM51,OUT019,293.15298755222267
FDT52,OUT027,6092.38642318194
FDL26,OUT046,2450.546977926214
NCZ42,OUT046,3786.67352304172
DRI47,OUT019,379.56977009010495
FDW40,OUT013,2155.17133005364
FDN34,OUT046,2786.6269221072375
FDS01,OUT035,3071.1245600975394
NCG55,OUT045,1849.9769020642705
FDC11,OUT035,1358.193426075368
FDX35,OUT018,3528.453116004214
NCB06,OUT046,2626.582909457337
FDR09,OUT019,596.5821739527732
FDC53,OUT017,1607.8471047588032
FDY45,OUT013,4093.36549349306
FDA22,OUT010,392.9394316115961
FDE02,OUT035,1554.3508580686575
FDW21,OUT045,1641.1729072535609
FDV34,OUT046,1160.7073762981177
FDS59,OUT049,1686.8603611544586
NCW17,OUT017,2152.3029700378
NCK54,OUT046,1884.9036688362833
FDG17,OUT019,597.6435052870875
FDG35,OUT017,2684.0231368185787
FDD08,OUT010,40.78878431850691
NCO07,OUT017,3678.513335276513
FDJ10,OUT010,428.9483587759994
FDW36,OUT017,1684.788530657488
FDW21,OUT010,387.06264435186193
FDY19,OUT017,1903.2014209782903
DRE03,OUT013,765.4958101808122
NCC55,OUT049,701.8008337051195
FDH52,OUT010,161.1343495580251
FDO09,OUT017,4423.833795434341
FDU43,OUT045,3805.5532503125733
FDX09,OUT010,456.2784835474154
FDH40,OUT019,251.76618485114486
FDW58,OUT017,1618.3370004070441
FDC47,OUT017,3939.5912763713395
NCR41,OUT035,1625.7189263663286
DRG49,OUT035,4005.8244128475812
FDC52,OUT027,3793.0301328380124
FDY13,OUT046,1137.1150877643527
FDY35,OUT013,658.4091627998486
FDI35,OUT017,3279.293896121387
NCU18,OUT049,2197.4966852521793
FDY33,OUT018,2391.395288973563
FDC15,OUT027,4018.1035951442914
FDU01,OUT049,3127.227974875736
NCU42,OUT046,2735.8311182829075
NCV29,OUT018,2589.703467213482
NCY30,OUT017,3242.881189329801
FDQ46,OUT049,1837.2888156272654
FDG58,OUT027,3817.450604165562
FDK33,OUT017,3738.2800631139426
NCD07,OUT045,1830.8584603528345
NCX29,OUT027,3810.3784296001163
NCT42,OUT013,2386.1071260981635
DRN59,OUT035,835.0470572546818
FDI44,OUT035,1330.0975200690634
FDA45,OUT049,2468.7080767774505
FDP31,OUT045,848.4416330648053
FDY01,OUT046,1820.826974911633
FDT09,OUT018,1863.2365387889088
DRH03,OUT027,2603.150026453761
FDA36,OUT018,2583.258319476854
NCF31,OUT017,2515.8163638505807
FDG14,OUT049,2508.656682396704
FDG28,OUT027,6092.38642318194
FDU14,OUT049,4304.297145488815
FDY47,OUT019,340.1253345882303
FDI56,OUT049,1391.709477934476
DRD01,OUT013,919.935539130961
FDM22,OUT046,945.4425814547716
FDH33,OUT013,667.1907786876545
DRZ24,OUT013,1850.3111110772986
NCQ38,OUT046,1656.144287080293
FDO16,OUT027,2247.419898729751
FDU07,OUT027,3791.033311589563
NCB07,OUT013,3085.453841559057
FDU48,OUT045,2046.708357743094
NCM43,OUT045,2623.1091706461325
FDR31,OUT010,215.8133714158453
DRK49,OUT018,493.717253293535
NCI30,OUT010,521.516363458908
DRD60,OUT017,3083.142813974008
NCG19,OUT046,3735.870169842574
FDH12,OUT035,1681.620736283388
FDM32,OUT035,1554.4280249350584
FDM27,OUT035,2507.4823503796097
NCU53,OUT027,3865.779544886652
NCQ18,OUT046,1599.881572408524
FDS10,OUT013,2895.197797563339
FDB33,OUT027,4101.738287084915
FDI12,OUT013,1335.6143443575866
NCW42,OUT013,3762.3750546190304
NCC06,OUT018,1742.8245159137275
FDW02,OUT017,2216.193232239763
NCD43,OUT017,1734.4656178382547
FDM57,OUT018,1115.376265880821
FDA58,OUT017,3917.271376137911
FDK56,OUT046,3128.4057801319327
FDP52,OUT045,3763.7771215904436
FDW20,OUT018,1770.9536866783226
FDS52,OUT049,1727.3769283301806
NCT29,OUT018,1705.8058996237767
NCL54,OUT013,2861.488009596172
FDC05,OUT045,3108.335990463881
FDF34,OUT035,3116.0924535985955
FDP03,OUT027,3172.3052754466444
FDD32,OUT010,314.9961704909578
FDZ10,OUT045,2031.7500082249562
FDZ40,OUT035,971.5777026174113
FDD51,OUT018,502.1654975057359
NCY30,OUT019,357.7511843955081
FDP58,OUT017,3593.8547517914203
FDV49,OUT017,4330.892194244069
FDY24,OUT019,161.3436962878106
NCO55,OUT017,1677.567470289938
FDR13,OUT017,1972.1626709584252
FDS51,OUT017,1030.3861453386578
FDP26,OUT045,1601.3077255747296
NCB54,OUT027,3326.503759343247
FDF32,OUT017,3242.0244704034194
FDN31,OUT018,2840.5709880544314
DRM48,OUT017,676.9932276752903
FDN20,OUT049,2723.7338994731845
DRL01,OUT046,3895.4929788500626
FDV56,OUT049,1689.6267328753884
DRH13,OUT027,2705.4238055116634
FDA03,OUT017,2510.487246507318
FDF47,OUT027,5568.867788367187
FDX32,OUT046,2489.222393070343
FDX57,OUT049,1590.5989264699965
NCA30,OUT045,3024.821597452754
FDO49,OUT013,794.1678104811775
FDL04,OUT019,324.98198216724217
DRM48,OUT035,685.8002991662163
FDR16,OUT013,3559.0497429915486
NCC19,OUT018,2937.2002842284055
NCE42,OUT045,4009.7645427488947
FDY24,OUT017,1036.0773320331093
FDH19,OUT049,2839.095163423463
FDJ46,OUT013,2825.769797694355
FDN45,OUT010,535.7507710525563
FDY08,OUT035,2164.369287858407
FDZ37,OUT035,1461.61995059831
NCT30,OUT045,738.9223849367302
DRY23,OUT018,517.4012950060484
NCZ30,OUT018,1712.620886286909
FDC44,OUT018,1710.558416163112
FDB45,OUT035,1581.181985492259
FDY04,OUT013,2569.6167259771514
FDM27,OUT046,2645.345018561689
FDZ43,OUT017,4030.9163360235257
FDT39,OUT019,278.64793226318307
NCC06,OUT019,341.85980815480457
FDL15,OUT027,3782.0655395349745
FDL57,OUT017,4181.381453820968
FDU08,OUT046,1540.821774827807
FDK40,OUT017,4327.995968145049
FDQ12,OUT010,625.146824282088
FDS48,OUT017,2576.691053080888
FDP09,OUT045,3415.6450636458962
FDW21,OUT049,1649.6725821293724
FDY25,OUT035,3062.6615957567765
DRE13,OUT017,1445.359540148711
FDV43,OUT019,55.44732419891756
FDD22,OUT045,1774.555314350355
FDM46,OUT019,235.42735524251282
NCO30,OUT010,480.0344402905264
FDM25,OUT046,2860.3385957724936
NCN41,OUT049,2075.7846779632096
FDU24,OUT045,1447.5461107633625
FDZ50,OUT046,3149.499578304363
FDP45,OUT013,4090.0394120887795
NCM54,OUT045,2127.342053448067
FDW10,OUT019,214.08312199631717
FDP20,OUT017,2086.0744286687564
FDK32,OUT046,2497.362024580563
FDN52,OUT049,1376.6505440073663
FDM58,OUT045,1832.4034533844983
FDZ46,OUT027,3003.7036588846195
NCA18,OUT018,1630.5952230978992
FDD35,OUT046,2077.641718333686
NCK31,OUT035,859.6965004212416
FDI40,OUT027,2689.1167078536687
FDT50,OUT019,308.5464660391886
NCT06,OUT046,2660.35578321365
FDT31,OUT035,3079.5941857049074
FDT45,OUT049,886.5009007864442
FDT13,OUT045,3105.7831572508785
FDO50,OUT045,1337.704928192367
NCU18,OUT010,354.5167572786523
NCR54,OUT049,3258.773540116764
NCO18,OUT018,2662.5698154196043
FDU09,OUT045,871.9478317661582
FDT13,OUT018,2856.4010517714787
FDE09,OUT046,1808.928765489588
NCK53,OUT019,333.48457926067204
FDG45,OUT049,3628.7361955549736
DRH15,OUT035,700.9365052434712
FDO21,OUT019,566.8675930014091
FDD14,OUT027,5132.572867784005
FDC09,OUT046,1671.9229693199516
FDH45,OUT027,1083.581842465921
FDV32,OUT046,1034.3948891494858
FDG12,OUT035,1966.3724100986963
FDS32,OUT013,2111.7444730219772
NCL55,OUT018,3461.4507157303856
DRE01,OUT035,3930.1367808383525
DRE15,OUT049,1330.5870400398128
NCL42,OUT045,3671.3481121229515
FDP31,OUT013,862.3558095379809
FDN33,OUT018,1323.363837922642
FDZ59,OUT046,2622.030592647129
FDE45,OUT010,398.2387381796045
FDJ07,OUT013,1853.8863034334547
FDQ45,OUT018,2751.2880155279004
FDM33,OUT027,5618.091782434893
FDO15,OUT010,170.22994633275093
FDM46,OUT013,1444.5356906654406
FDR03,OUT045,3316.2085961529715
FDY49,OUT018,2416.1555767648683
FDQ60,OUT045,1804.4653155614296
FDW10,OUT049,2581.5362666312735
FDO51,OUT049,703.4021387073728
FDJ40,OUT018,1438.966790684652
FDS20,OUT018,2851.9445111863547
FDU45,OUT013,1859.88025066627
FDV02,OUT035,2809.566148443538
FDN09,OUT046,3940.153477662619
NCM55,OUT027,5205.464783200999
FDN23,OUT018,2156.1063254293717
FDY31,OUT010,224.17493697911874
FDW03,OUT010,387.65440984332423
FDD14,OUT046,3059.748364224766
FDV23,OUT017,2073.689886597142
DRI03,OUT045,2715.2238469210456
FDN13,OUT035,1611.3207799987647
FDF45,OUT027,1811.0302077035565
FDU46,OUT035,1477.7897009800647
FDB57,OUT049,3724.014273493498
FDV12,OUT049,1644.904111932288
FDQ58,OUT013,2457.9720402500175
NCA18,OUT017,1926.0787326035534
FDH52,OUT049,997.73151148244
FDM24,OUT018,2122.4569015831503
NCP43,OUT027,4841.746418566597
NCO18,OUT019,432.63908025422927
FDM32,OUT017,1441.0442920984233
NCL07,OUT017,701.0174241206507
FDK03,OUT013,4256.393877202094
FDP59,OUT017,1542.6277034287723
FDQ24,OUT049,4333.491388704124
FDQ16,OUT018,1424.1912243486183
FDU44,OUT013,2619.837976237878
FDH28,OUT010,48.6766422996379
FDV28,OUT019,41.468153235468996
FDM22,OUT045,911.107580174221
FDR56,OUT046,3143.2627572358933
FDV39,OUT049,3060.521253291124
FDU37,OUT019,214.70336303980844
FDQ11,OUT010,703.6215440581275
FDX02,OUT045,3696.2278917915532
NCS42,OUT018,1267.4165128889215
FDY57,OUT027,2582.258588328829
FDB21,OUT049,3965.3848091726363
FDE28,OUT017,3913.9343839323938
FDQ55,OUT017,1978.5717766977211
FDA48,OUT049,3836.438195400328
FDZ19,OUT045,2757.373017837155
NCC43,OUT045,3674.618515197783
NCV18,OUT046,1355.5297243520224
NCA42,OUT018,2289.7368737111638
FDY45,OUT046,3946.5984664423554
NCC30,OUT045,2911.951920899004
FDM57,OUT013,1280.1940559484942
FDL09,OUT010,343.48323542524946
FDB09,OUT027,3296.9866091500726
FDT44,OUT035,1910.552402710205
NCT06,OUT027,4150.135252490507
FDX26,OUT049,3224.278503179995
FDK32,OUT013,2476.3494342817253
DRA12,OUT046,2152.371315414598
FDO46,OUT010,641.2002615860733
FDE52,OUT013,1360.308478882034
NCH42,OUT045,3856.0989706638957
FDV08,OUT035,763.4322479248237
FDB47,OUT018,3048.364661424261
FDC28,OUT010,356.22495444406565
FDD22,OUT046,1866.8025362961632
FDS07,OUT027,3022.393379875008
DRI13,OUT045,3511.354699765223
FDG32,OUT018,3205.2862105901136
FDU14,OUT017,4330.697257339862
FDD28,OUT019,94.8837323725202
NCP41,OUT017,1747.323077361992
FDS08,OUT049,2821.747037086793
FDX47,OUT045,2566.2150182286514
FDC53,OUT019,345.3220959311317
FDQ19,OUT035,4173.005633083561
FDL14,OUT045,2440.315910231713
FDM33,OUT019,630.8244273265764
FDA51,OUT045,1843.5892510265003
FDZ27,OUT018,591.711559037079
FDT04,OUT046,655.6699242826724
DRC13,OUT049,2074.863911917368
FDR16,OUT027,5224.254739470831
FDQ03,OUT027,6045.381246732353
FDE38,OUT035,2764.7711493910506
DRH23,OUT027,1664.9638848244542
FDT11,OUT019,519.4935218991843
FDD09,OUT035,3091.2270347642643
FDR40,OUT045,1333.7612945245778
FDX07,OUT017,3245.37050690954
FDR07,OUT035,1391.3554368078537
FDA51,OUT017,1894.8647202954053
FDT59,OUT019,678.3046396461681
FDF20,OUT017,3252.413960580054
FDR13,OUT045,1854.7067869736222
FDY26,OUT049,3488.364266882642
FDW04,OUT017,2185.307867831153
FDK52,OUT017,3878.53010584523
FDN60,OUT049,2695.131901030191
FDM09,OUT019,458.153564568383
FDP46,OUT049,1408.3290747351052
FDB50,OUT019,206.63238748129245
NCQ29,OUT049,4079.125649640985
FDP16,OUT027,6073.01120767188
FDX33,OUT018,2362.0232229658977
FDP07,OUT010,494.2185135306674
FDN22,OUT046,3797.322767115972
FDF39,OUT049,4346.4530973766305
FDS21,OUT017,1048.9241327699974
NCM42,OUT013,1622.985805044228
FDK50,OUT019,379.9900008412375
DRF13,OUT027,3848.4052119742555
FDH35,OUT018,2293.4541047555185
FDP60,OUT018,1409.6820127632313
DRJ49,OUT027,3331.09626087072
NCT42,OUT019,265.76912450680953
FDE38,OUT049,2774.8652788815416
FDI04,OUT049,3265.6240160782245
NCH54,OUT045,2591.6561426853245
FDT56,OUT049,952.5189641347196
DRD15,OUT018,3304.5853749640055
FDV58,OUT013,2740.0224738894503
FDP21,OUT049,3257.4868300348853
FDH05,OUT013,3878.0545559474726
FDR10,OUT027,4156.859070021095
NCP06,OUT045,2415.544028397791
FDF33,OUT049,1671.744927196732
DRK37,OUT013,3265.98953452856
DRH49,OUT045,1283.751292399142
FDT58,OUT013,2716.4158658431656
FDD41,OUT018,1447.9165507356793
FDP40,OUT018,1699.504653529009
FDM51,OUT027,2645.661708067962
FDO45,OUT010,298.6644280022927
FDW33,OUT010,343.8884340652517
FDY24,OUT045,984.8018627642042
FDB10,OUT010,594.031657051153
FDM40,OUT035,2199.1075363425707
NCI06,OUT017,3025.770913589315
FDW12,OUT019,251.64069888500512
FDX48,OUT027,3800.74133594051
NCW05,OUT027,2672.9258023793927
FDX27,OUT017,1525.5630670605824
DRM37,OUT045,3129.087900436055
FDA38,OUT045,3748.9608145444436
FDR36,OUT046,676.3895013982448
FDZ45,OUT046,3234.6205249695104
FDG05,OUT017,2635.193983925133
FDK28,OUT013,4150.819859218086
FDV47,OUT045,1310.0926779029537
FDN21,OUT045,2521.9540231268647
FDP20,OUT027,3316.4038429124075
FDI35,OUT045,3134.9829385877165
DRY23,OUT013,645.0110291023667
FDA56,OUT017,2130.8917757437466
FDB09,OUT013,2028.0093753857902
NCO26,OUT027,3019.2498842733967
FDQ49,OUT018,2183.7091741057784
FDI52,OUT027,3256.725629623534
FDZ44,OUT027,3021.6677795714013
FDZ09,OUT018,2415.4108502098256
FDY03,OUT049,1911.3970866731927
NCG42,OUT017,2155.7952630241043
DRI13,OUT027,5636.279877360818
FDQ32,OUT013,2050.804054180486
FDW16,OUT035,1463.3659052055573
FDU27,OUT046,771.6327255992568
FDR28,OUT010,404.4500617554157
FDQ49,OUT010,335.85040315674695
FDS37,OUT046,1868.5690664588888
FDW26,OUT018,3089.5126520642066
FDX12,OUT018,3397.6637457982097
NCP06,OUT013,2438.107877939875
FDW45,OUT010,293.908569012172
NCN30,OUT049,1564.938159348332
FDN24,OUT049,857.8785962016151
NCL41,OUT027,1064.4396843092377
FDR02,OUT019,373.4319928368743
FDD09,OUT010,427.5788886177483
FDS33,OUT010,278.8176292843588
FDU22,OUT045,1983.2573625402197
FDI53,OUT013,2632.9555418770415
DRH01,OUT049,2960.1591083821445
FDX32,OUT013,2155.17133005364
NCP30,OUT018,457.9987320613042
FDB60,OUT045,3099.374051511582
FDB14,OUT049,1405.8466176952802
NCP02,OUT035,964.6653552944338
FDJ10,OUT017,2236.160538160452
FDG34,OUT046,1820.3478099484541
NCB18,OUT017,1392.8381976801525
FDM16,OUT049,1166.8810810628106
FDW25,OUT018,1187.819140995825
FDB35,OUT010,282.73849938335627
DRN11,OUT013,2141.358375175995
FDF41,OUT019,502.70920825569607
FDH16,OUT045,1319.0688329344139
NCQ50,OUT018,3027.0650470824517
DRH23,OUT018,782.3265624566162
DRJ37,OUT013,2471.736010424085
DRJ24,OUT027,5139.412732815355
FDY16,OUT035,3180.919627355063
FDQ27,OUT045,1734.5665803517888
FDZ33,OUT045,2435.961506340713
FDF29,OUT045,2110.2325919050754
FDA08,OUT049,2672.917261938965
FDG31,OUT046,1041.5884844997804
FDE34,OUT019,537.3582966393486
NCR30,OUT027,1992.3212015330446
FDV33,OUT035,4110.867333458112
DRZ24,OUT018,1689.4712972463822
NCL54,OUT035,2894.126734505885
FDR12,OUT049,2946.958235362204
NCC54,OUT046,3826.591420368465
DRN59,OUT013,766.5158590441818
FDX50,OUT019,353.423031357989
FDV31,OUT027,4846.769139700609
NCA29,OUT027,4745.9646155900355
FDW60,OUT049,2886.792051083131
FDX08,OUT017,3280.979399587542
DRD49,OUT013,3879.914198021856
FDD33,OUT046,3799.967550441836
FDW35,OUT013,659.0990116024077
FDJ36,OUT017,1675.0458227901886
FDV51,OUT035,2819.955638620173
FDW36,OUT046,1624.495025178782
FDH35,OUT046,2580.264173478555
NCS30,OUT027,3064.34269455664
FDN49,OUT017,684.8644523644283
FDL08,OUT018,3377.7797453715384
FDI09,OUT013,4087.108220241261
FDP19,OUT018,1896.5184808081542
FDU21,OUT010,-12.852484782342025
NCP41,OUT045,1621.2175203082802
FDY10,OUT013,1841.204454260734
FDP12,OUT018,430.41956906778546
NCN26,OUT049,1896.736436663392
FDK44,OUT013,2850.326618859007
FDC28,OUT049,1663.6752828156027
FDJ41,OUT027,6171.286782697534
NCT29,OUT035,2120.4023013299916
NCH42,OUT019,597.5239139090132
FDU60,OUT018,2401.6736398164508
FDS02,OUT045,3105.843859997549
FDC51,OUT046,2030.916312266352
FDU03,OUT013,3089.169015127776
FDX39,OUT045,3495.167228947112
NCY05,OUT010,53.978844059555605
NCL06,OUT027,6101.550728815816
FDD32,OUT035,1419.4418239195898
NCN41,OUT045,2008.9226686973634
NCX53,OUT049,2159.1097144563573
FDU57,OUT019,351.6406529015186
FDQ23,OUT046,1651.8618106471242
FDQ52,OUT045,4074.450737712656
FDC14,OUT045,649.8109960286005
FDY09,OUT035,3004.203408124896
FDQ28,OUT045,2448.0871522390153
FDV25,OUT046,3765.807135650599
FDJ07,OUT035,1973.6873713269908
DRB25,OUT049,1707.9071299056454
FDK52,OUT019,536.772671249599
FDY52,OUT027,1814.6423819104323
FDB28,OUT046,3096.468240603183
FDT36,OUT035,658.9203636248836
FDV25,OUT017,3913.8460559516743
NCN07,OUT027,3311.2320985605775
FDC57,OUT017,3211.7188503856164
FDQ03,OUT018,3285.083352760647
FDU23,OUT017,2832.2617172457517
NCX41,OUT035,3664.3063973708263
NCD06,OUT035,801.4867011519374
FDW08,OUT045,1607.9283640299977
NCU29,OUT017,2567.3107364108073
NCE06,OUT013,2500.945487429894
FDV52,OUT010,361.2095951336336
FDB02,OUT017,2936.119682296911
NCR18,OUT045,634.0323137889421
FDK16,OUT049,1549.1568726037174
NCQ29,OUT010,682.9507606526267
FDZ01,OUT019,357.73691014896895
FDW27,OUT035,2581.0364566490134
FDD17,OUT018,3394.42371146221
FDW39,OUT013,2827.39721207059
DRH59,OUT045,1071.8162317669055
FDS52,OUT013,1683.0787686064184
FDU40,OUT027,5126.883496700902
NCF54,OUT013,2831.150131209302
FDH46,OUT045,1624.1387430242014
NCP14,OUT049,1671.6468776942331
FDH50,OUT049,3265.6240160782245
DRF15,OUT010,327.23760246001194
FDV27,OUT027,2423.521924509076
NCJ06,OUT049,1986.1550020931006
FDN02,OUT018,3154.2785245341615
FDQ51,OUT049,813.9718772213531
FDQ07,OUT017,3837.4951719756577
FDS45,OUT049,1794.6031739911791
NCJ06,OUT045,1980.7935483909562
FDD36,OUT035,1986.5448308507282
FDY25,OUT045,3108.1030030463835
FDU52,OUT046,2447.917207529281
DRK47,OUT017,3985.906842372903
NCL30,OUT017,2113.3480408536775
FDN22,OUT035,3938.547092079588
NCF30,OUT027,3356.6572272056105
FDK03,OUT035,4339.283831203347
FDT45,OUT017,979.0023829504955
NCC54,OUT027,6055.000956247557
FDP08,OUT018,2943.032895511229
